ticket_id,product,category,issue_description,resolution_notes,priority,status,channel,region,subscription_type,customer_tenure_months,previous_tickets,customer_satisfaction_score,first_response_time_hours,resolution_time_hours,ticket_created_date,ticket_resolved_date,escalated,sla_breached,language,issue_complexity_score,customer_segment,customer_id,order_value
4472,Web Portal,Security Concern,I am experiencing very slow performance while using the dashboard.,Data synchronization restored after backend service restart.,Medium,Closed,Phone,Africa,Premium,15,8,5,41.57,43.51,2022-10-26,2022-11-02,True,False,French,3,Individual,bcf8f666718b,495.85
4473,Payment Gateway,Performance Issue,There seems to be a discrepancy in my billing statement for this month.,Payment gateway timeout issue fixed and monitoring implemented.,Medium,In Progress,Phone,Asia,Enterprise,22,6,2,22.32,235.05,2023-06-21,2023-06-30,False,False,Japanese,3,Small Business,719b2733fb99,112.07
4474,Subscription Service,Account Suspension,I am experiencing very slow performance while using the dashboard.,The duplicate charge was reversed and refund processed within 3-5 business days.,Low,Pending Customer,Social Media,Australia,Enterprise,27,14,3,31.66,17.05,2023-05-23,2023-05-28,False,False,Spanish,3,Small Business,2a0b09b43c0a,184.17
4475,Payment Gateway,Account Suspension,The application crashes whenever I try to upload a file.,Provided step-by-step troubleshooting instructions and issue resolved.,High,Pending Customer,Chat,Europe,Free,59,14,2,21.18,69.8,2022-01-11,2022-01-23,True,False,Spanish,5,Corporate,2a2c49c7999a,337.92
4476,Analytics Dashboard,Payment Problem,There seems to be a discrepancy in my billing statement for this month.,We have reset the account credentials and advised the customer to retry login.,Urgent,Closed,Email,Europe,Free,35,10,4,69.02,208.23,2022-07-22,2022-07-30,False,True,French,10,Small Business,b942d30f0fa5,247.06
4477,Web Portal,Performance Issue,I found a bug in the latest update affecting report generation.,Explained billing breakdown and clarified applicable charges.,Low,Open,Web Form,Asia,Free,26,14,3,56.7,131.59,2023-05-11,2023-05-12,False,False,Japanese,6,Individual,c40448db768d,215.01
4478,Mobile App,Refund Request,I am experiencing very slow performance while using the dashboard.,Payment gateway timeout issue fixed and monitoring implemented.,Medium,Pending Customer,Email,Asia,Premium,30,18,5,49.08,209.8,2024-07-06,2024-07-07,False,False,German,6,Small Business,4689ad794eec,185.33
4479,Web Portal,Data Sync Issue,I am unable to access my account after entering the correct credentials.,Explained billing breakdown and clarified applicable charges.,High,In Progress,Chat,North America,Premium,13,10,4,1.16,39.08,2023-02-21,2023-02-24,False,True,French,1,Corporate,afbb247a6538,300.95
4480,E-commerce Store,Refund Request,I found a bug in the latest update affecting report generation.,Security settings updated and customer notified of precautionary measures.,Urgent,Open,Email,South America,Premium,1,15,4,18.99,208.82,2022-08-18,2022-09-01,False,False,Chinese,3,Small Business,d41fe62008f5,292.04
4481,E-commerce Store,Login Issue,I would like to request a refund for the recent charge.,Provided step-by-step troubleshooting instructions and issue resolved.,Medium,Closed,Chat,South America,Enterprise,7,9,2,61.11,36.61,2022-02-23,2022-03-06,False,False,Chinese,3,Corporate,0ca524ff26e5,89.11
4482,E-commerce Store,Subscription Cancellation,Two-factor authentication codes are not being delivered to my phone.,Explained billing breakdown and clarified applicable charges.,Low,Pending Customer,Social Media,Africa,Basic,22,8,1,33.73,7.83,2023-12-30,2024-01-09,False,True,Japanese,4,Corporate,2383ebc05acc,241.15
4483,Web Portal,Data Sync Issue,There seems to be a discrepancy in my billing statement for this month.,Subscription status corrected and confirmation email sent to customer.,Medium,Open,Email,South America,Basic,60,13,3,36.35,163.2,2023-05-21,2023-05-22,False,True,Chinese,6,Corporate,386fd24a24b3,281.2
4484,Billing System,Feature Request,The payment was deducted from my bank account but the transaction shows failed.,The duplicate charge was reversed and refund processed within 3-5 business days.,High,Resolved,Social Media,Asia,Enterprise,21,4,4,32.59,238.45,2022-02-20,2022-02-20,False,False,English,7,Corporate,d0abc88c672f,289.44
4485,Mobile App,Login Issue,I would like to request a refund for the recent charge.,Bug logged internally and workaround shared with the customer.,Low,Resolved,Chat,Asia,Basic,54,16,3,30.0,12.43,2022-06-07,2022-06-14,True,True,Spanish,9,Individual,229c6ad448d7,112.95
4486,Cloud Storage,Refund Request,Two-factor authentication codes are not being delivered to my phone.,Payment gateway timeout issue fixed and monitoring implemented.,Medium,Open,Phone,Africa,Basic,56,16,1,9.95,115.27,2022-06-08,2022-06-22,True,False,German,6,Small Business,593716cf1c7b,373.71
4487,Analytics Dashboard,Security Concern,The application crashes whenever I try to upload a file.,Data synchronization restored after backend service restart.,Urgent,Open,Email,North America,Premium,17,16,5,2.1,150.92,2023-07-03,2023-07-07,True,False,English,4,Individual,a0c8fbee7220,22.35
4488,Analytics Dashboard,Performance Issue,The system is not syncing data across devices properly.,Bug logged internally and workaround shared with the customer.,Low,Closed,Phone,North America,Basic,51,4,3,28.77,44.87,2023-09-06,2023-09-12,False,True,German,4,Small Business,ca57948f1b1f,183.87
4489,Subscription Service,Refund Request,I am unable to access my account after entering the correct credentials.,The duplicate charge was reversed and refund processed within 3-5 business days.,Urgent,Pending Customer,Chat,Australia,Free,6,16,5,41.93,200.53,2024-10-24,2024-11-05,True,True,German,5,Individual,45c34bf92657,392.3
4490,Cloud Storage,Performance Issue,There seems to be a discrepancy in my billing statement for this month.,We have reset the account credentials and advised the customer to retry login.,Medium,In Progress,Social Media,Africa,Enterprise,58,9,1,33.19,30.68,2024-03-08,2024-03-12,False,False,English,1,Corporate,7531eb5c53f5,286.31
4491,Web Portal,Payment Problem,I am unable to access my account after entering the correct credentials.,The duplicate charge was reversed and refund processed within 3-5 business days.,High,Closed,Social Media,Asia,Premium,25,18,1,5.92,15.67,2024-09-07,2024-09-10,True,True,English,1,Corporate,32ef87560828,137.97
4492,Payment Gateway,Account Suspension,The system is not syncing data across devices properly.,Provided step-by-step troubleshooting instructions and issue resolved.,Urgent,Pending Customer,Chat,North America,Premium,9,19,4,43.69,33.25,2023-02-02,2023-02-14,False,True,French,4,Corporate,db55bfd7f421,350.53
4493,Mobile App,Feature Request,There seems to be a discrepancy in my billing statement for this month.,Security settings updated and customer notified of precautionary measures.,Medium,Pending Customer,Web Form,North America,Enterprise,47,0,1,71.36,67.4,2023-11-02,2023-11-14,True,True,German,10,Individual,979f92fec94d,288.02
4494,Payment Gateway,Login Issue,I am experiencing very slow performance while using the dashboard.,Explained billing breakdown and clarified applicable charges.,Urgent,Resolved,Social Media,Asia,Enterprise,11,11,3,25.08,85.33,2023-08-10,2023-08-20,True,True,Spanish,10,Corporate,26036551f7ff,400.16
4495,API Service,Security Concern,The payment was deducted from my bank account but the transaction shows failed.,The issue was escalated to engineering and resolved in the latest patch.,Low,Resolved,Social Media,Africa,Premium,24,9,3,58.37,167.43,2024-08-19,2024-08-27,True,True,Japanese,5,Small Business,a5030f655cf2,370.16
4496,E-commerce Store,Payment Problem,I am unable to access my account after entering the correct credentials.,Payment gateway timeout issue fixed and monitoring implemented.,Urgent,Open,Social Media,Australia,Free,53,12,4,48.23,102.33,2024-12-27,2024-12-31,True,True,French,7,Corporate,bb82805324b8,308.95
4497,Subscription Service,Performance Issue,The application crashes whenever I try to upload a file.,Data synchronization restored after backend service restart.,Urgent,In Progress,Phone,Asia,Free,25,12,5,59.27,236.73,2022-11-26,2022-12-03,True,False,English,2,Individual,4b81538f5715,249.21
4498,CRM Platform,Account Suspension,The system is not syncing data across devices properly.,Payment gateway timeout issue fixed and monitoring implemented.,Urgent,Pending Customer,Phone,Africa,Free,20,8,2,43.0,230.26,2022-01-11,2022-01-18,False,True,Spanish,7,Individual,12a2e0bd51f3,75.26
4499,Web Portal,Feature Request,My subscription was cancelled without my request and I need clarification.,Bug logged internally and workaround shared with the customer.,Urgent,Pending Customer,Phone,Europe,Basic,32,12,1,68.96,21.45,2023-05-18,2023-05-22,False,False,Chinese,1,Corporate,70c5581bbf78,138.05
4500,Analytics Dashboard,Account Suspension,Two-factor authentication codes are not being delivered to my phone.,Explained billing breakdown and clarified applicable charges.,Medium,In Progress,Email,Europe,Premium,57,10,4,1.82,175.26,2022-03-15,2022-03-15,False,True,Chinese,9,Corporate,76edb69a777b,215.36
4501,API Service,Refund Request,I am experiencing very slow performance while using the dashboard.,Provided step-by-step troubleshooting instructions and issue resolved.,Medium,Closed,Chat,North America,Enterprise,6,20,5,12.93,19.94,2022-12-20,2022-12-30,True,False,Japanese,2,Small Business,9b4bfd3db3b0,303.66
4502,Subscription Service,Security Concern,My subscription was cancelled without my request and I need clarification.,Provided step-by-step troubleshooting instructions and issue resolved.,Low,Closed,Chat,South America,Basic,19,12,3,41.33,179.94,2022-12-28,2022-12-31,True,True,French,1,Individual,a2391bc130a3,261.72
4503,Billing System,Subscription Cancellation,The system is not syncing data across devices properly.,We have reset the account credentials and advised the customer to retry login.,Urgent,Open,Chat,Africa,Enterprise,53,8,4,50.2,18.77,2023-05-03,2023-05-11,False,False,English,7,Individual,1632cfc70885,151.21
4504,Billing System,Refund Request,Two-factor authentication codes are not being delivered to my phone.,Provided step-by-step troubleshooting instructions and issue resolved.,Low,In Progress,Web Form,Africa,Premium,17,7,2,46.61,101.5,2024-06-23,2024-07-02,False,False,Chinese,6,Corporate,bfac857b0167,13.17
4505,Payment Gateway,Subscription Cancellation,Two-factor authentication codes are not being delivered to my phone.,The issue was escalated to engineering and resolved in the latest patch.,Medium,Closed,Email,Australia,Enterprise,23,0,5,59.31,166.02,2023-07-01,2023-07-05,True,True,Chinese,5,Corporate,4430284754f3,253.16
4506,API Service,Refund Request,My subscription was cancelled without my request and I need clarification.,The issue was escalated to engineering and resolved in the latest patch.,High,Pending Customer,Email,South America,Basic,54,12,2,68.9,218.04,2023-12-12,2023-12-21,True,False,Japanese,4,Individual,fea1561bdb01,149.96
4507,Subscription Service,Performance Issue,Two-factor authentication codes are not being delivered to my phone.,We have reset the account credentials and advised the customer to retry login.,Low,In Progress,Email,Australia,Enterprise,34,1,2,38.07,50.07,2022-10-22,2022-10-27,False,True,French,10,Individual,5fe0ca79c007,369.96
4508,API Service,Login Issue,Two-factor authentication codes are not being delivered to my phone.,The duplicate charge was reversed and refund processed within 3-5 business days.,Low,Pending Customer,Web Form,North America,Enterprise,8,11,4,67.48,171.08,2023-08-08,2023-08-20,False,False,English,1,Small Business,72f64ccbd805,21.73
4509,Cloud Storage,Payment Problem,I would like to request a refund for the recent charge.,The duplicate charge was reversed and refund processed within 3-5 business days.,Medium,Open,Social Media,Europe,Free,26,14,3,69.56,136.98,2022-11-22,2022-12-06,True,False,Spanish,10,Corporate,8c6bf2e17134,296.57
4510,Analytics Dashboard,Subscription Cancellation,I would like to request a refund for the recent charge.,Explained billing breakdown and clarified applicable charges.,Low,Resolved,Social Media,Africa,Enterprise,30,17,1,66.66,103.92,2022-02-08,2022-02-12,False,False,German,9,Individual,adc345eca1a2,471.32
4511,Subscription Service,Refund Request,The application crashes whenever I try to upload a file.,Subscription status corrected and confirmation email sent to customer.,Medium,Pending Customer,Email,Australia,Free,39,2,3,52.51,214.78,2024-07-15,2024-07-18,False,False,English,9,Small Business,52eb7f554d8d,95.46
4512,API Service,Performance Issue,I am experiencing very slow performance while using the dashboard.,The duplicate charge was reversed and refund processed within 3-5 business days.,Urgent,In Progress,Email,Australia,Premium,60,13,3,71.16,124.65,2024-06-25,2024-07-08,False,True,English,6,Individual,eb712e148a7d,241.11
4513,Mobile App,Bug Report,There seems to be a discrepancy in my billing statement for this month.,Subscription status corrected and confirmation email sent to customer.,Low,Resolved,Email,Europe,Free,54,18,3,30.98,40.57,2022-01-01,2022-01-02,False,True,English,9,Individual,17e7d7dcf2ca,54.8
4514,E-commerce Store,Performance Issue,I found a bug in the latest update affecting report generation.,Explained billing breakdown and clarified applicable charges.,Urgent,In Progress,Web Form,Asia,Free,26,14,2,55.8,20.88,2022-01-05,2022-01-10,False,False,German,6,Individual,4f2b956460fb,316.58
